Pathways	Species	Common-Name	Object ID	Taxonomic-Range	Synonyms
PWY-6395	TAX-20400 // TAX-20406 // TAX-3707 // TAX-3716 // TAX-36774 // TAX-138526 // TAX-3888 // TAX-4932 // TAX-15853 // TAX-29706 // TAX-3562 // ORG-5993	superpathway of seleno-compound metabolism	PWY-6395	TAX-2 // TAX-4751 // TAX-33090	superpathway of seleno-compound detoxification // superpathway of selenium uptake and metabolism // superpathway of seleno-amino acid biosynthesis and detoxification
PWY-7596	TAX-118562 // TAX-1148	superpathway of stearidonate biosynthesis (cyanobacteria)	PWY-7596	TAX-1117	
PWY-7305	TAX-9606	superpathway of steroid hormone biosynthesis	PWY-7305	TAX-40674	
PWY-8240	TAX-29204 // TAX-267567	superpathway of sterol biosynthesis in diatoms	PWY-8240	TAX-2836	
SULFATE-CYS-PWY	TAX-511145	superpathway of sulfate assimilation and cysteine biosynthesis	SULFATE-CYS-PWY	TAX-2	
PWY-5294	TAX-920	superpathway of sulfide oxidation (<i>Acidithiobacillus ferrooxidans</i>)	PWY-5294	TAX-1224	
PWY-6676	TAX-1049 // TAX-1097 // TAX-194439	superpathway of sulfide oxidation (phototrophic sulfur bacteria)	PWY-6676	TAX-191412 // TAX-72276 // TAX-1046	
PWY-5335	TAX-921	superpathway of sulfide oxidation (<i>Starkeya novella</i>)	PWY-5335	TAX-2	
PWY-6641	TAX-89187	superpathway of sulfolactate degradation	PWY-6641	TAX-2	bifurcated pathway of 3-sulfolactate degradation
PWY-821	TAX-4932	superpathway of sulfur amino acid biosynthesis (<i>Saccharomyces cerevisiae</i>)	PWY-821	TAX-4751	
PWY-5308	TAX-65555	superpathway of sulfur metabolism (<i>Desulfocapsa sulfoexigens</i>)	PWY-5308	TAX-1224	
PWY-5304	TAX-41673 // TAX-2283	superpathway of sulfur oxidation (<i>Acidianus ambivalens</i>)	PWY-5304	TAX-183924	
PWY-1541	TAX-37919 // TAX-511145 // ORG-5878 // ORG-5857 // ORG-5898 // ORG-5923	superpathway of taurine degradation	PWY-1541	TAX-2	
PWY-6937	TAX-285 // TAX-43767 // TAX-685727 // ORG-6191	superpathway of testosterone and androsterone degradation	PWY-6937	TAX-2	
PWY-7809	TAX-1927 // TAX-1265868	superpathway of tetracycline and oxytetracycline biosynthesis	PWY-7809	TAX-2	
PWY-6612	TAX-511145 // TAX-3847 // TAX-1358 // TAX-4530 // TAX-3888 // TAX-4932 // TAX-4081 // ORG-5993	superpathway of tetrahydrofolate biosynthesis	PWY-6612	TAX-33090 // TAX-4751 // TAX-2	folic acid biosynthesis // folate biosynthesis // THF biosynthesis
FOLSYN-PWY	TAX-511145	superpathway of tetrahydrofolate biosynthesis and salvage	FOLSYN-PWY	TAX-4751 // TAX-2	
PWY-13	TAX-172057 // TAX-36903 // TAX-140968	superpathway of tetrahydroxyxanthone biosynthesis	PWY-13	TAX-58023	
PWY-5360	TAX-90371	superpathway of tetrathionate reduction (<i>Salmonella typhimurium</i>)	PWY-5360	TAX-2	
PWY-7024	TAX-1108	superpathway of the 3-hydroxypropanoate cycle	PWY-7024	TAX-200795	superpathway of the 3-hydroxypropionate cycle
THISYN-PWY	TAX-511145 // TAX-90371	superpathway of thiamine diphosphate biosynthesis I	THISYN-PWY	TAX-2	superpathway of thiamine diphosphate biosynthesis (E .coli) // superpathway of vitamin B<sub>1</sub> biosynthesis (E .coli)
PWY-6895	TAX-224308	superpathway of thiamine diphosphate biosynthesis II	PWY-6895	TAX-2	superpathway of thiamine diphosphate biosynthesis (Bacillus) // superpathway of vitamin B<sub>1</sub> biosynthesis (Bacillus)
THISYNARA-PWY	TAX-5833 // TAX-4932 // ORG-5993	superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	THISYNARA-PWY	TAX-33630 // TAX-4751 // TAX-33090	vitamin B1 biosynthesis IV (eukaryotes) // thiamine diphosphate biosynthesis (plants)
PWY-5306	TAX-63561	superpathway of thiosulfate metabolism (<i>Desulfovibrio sulfodismutans</i>)	PWY-5306	TAX-1224	
PWY-7715	TAX-5518 // TAX-5514 // TAX-490622 // TAX-247546 // ORG-6288 // ORG-6287 // ORG-6289	superpathway of trichothecene biosynthesis	PWY-7715	TAX-4751	
PWY-6962	TAX-83263 // TAX-199596 // TAX-378211 // TAX-184077	superpathway of trimethylamine degradation	PWY-6962	TAX-2	
PWY-7235	TAX-4932	superpathway of ubiquinol-6 biosynthesis (late decarboxylation)	PWY-7235	TAX-4751	superpathway of ubiquinol-6 biosynthesis (eukaryotic)
UBISYN-PWY	TAX-107673 // TAX-28090 // TAX-648 // TAX-644 // TAX-1049 // TAX-353 // TAX-354 // TAX-520 // TAX-546 // TAX-106590 // TAX-511145 // TAX-1053 // TAX-548 // TAX-584 // TAX-585 // TAX-28068 // TAX-51367 // TAX-615 // TAX-40324 // TAX-339 // TAX-346 // TAX-347	superpathway of ubiquinol-8 biosynthesis (early decarboxylation)	UBISYN-PWY	TAX-2	superpathway of ubiquinone-8 biosynthesis (prokaryotic) // superpathway of ubiquinol-8 biosynthesis (prokaryotic)
PWY-7328	TAX-511145 // TAX-1162729 // TAX-83332 // TAX-1313 // TAX-1308 // TAX-45888	superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	PWY-7328	TAX-2	
PWY-7332	TAX-511145 // TAX-210 // TAX-287 // TAX-208964 // TAX-185332 // ORG-6236 // ORG-6238	superpathway of UDP-<I>N</i>-acetylglucosamine-derived O-antigen building blocks biosynthesis	PWY-7332	TAX-2	
PWY-6284	TAX-511145	superpathway of unsaturated fatty acids biosynthesis (<i>E. coli</i>)	PWY-6284	TAX-2	
PWY-6338	TAX-502559	superpathway of vanillin and vanillate degradation	PWY-6338	TAX-2	
PWY-6280	TAX-32049	synechoxanthin biosynthesis	PWY-6280	TAX-1117	
PWY-6339	TAX-48935 // TAX-160488 // TAX-502559	syringate degradation	PWY-6339	TAX-2	
PWY-5391	TAX-4102 // TAX-52518 // TAX-4058	syringetin biosynthesis	PWY-5391	TAX-58024	
PWY-7730	TAX-5514	T-2 toxin biosynthesis	PWY-7730	TAX-4751	
PWY-5867	TAX-2849586 // TAX-427764 // TAX-39350 // TAX-271192	<i>t</i>-anethole biosynthesis	PWY-5867	TAX-33090	fennel volatiles biosynthesis
PWY-7954	TAX-317	tabtoxinine-&beta;-lactam biosynthesis	PWY-7954	TAX-317	tabtoxin biosynthesis // wild fire toxin biosynthesis
PWY-5331	TAX-9913 // TAX-9606 // TAX-40674 // TAX-10090 // TAX-313594 // TAX-10116 // TAX-91464	taurine biosynthesis I	PWY-5331	TAX-2 // TAX-40674	cysteinesulphinic acid pathway // cysteinesulfinic acid pathway
PWY-7850	TAX-9913 // TAX-9606 // TAX-10090 // TAX-10116	taurine biosynthesis II	PWY-7850	TAX-2 // TAX-40674	cysteamine pathway
PWY-8359	TAX-9031	taurine biosynthesis III	PWY-8359	TAX-8457	
PWY-1263	TAX-56119 // TAX-37919 // ORG-5878 // ORG-5898 // ORG-5927	taurine degradation I	PWY-1263	TAX-2	
PWY-1264	TAX-266 // ORG-5995 // ORG-5923	taurine degradation II	PWY-1264	TAX-1224	
TAURINEDEG-PWY	TAX-290398 // ORG-6177 // ORG-5857	taurine degradation III	TAURINEDEG-PWY	TAX-2	
PWY0-981	TAX-511145	taurine degradation IV	PWY0-981	TAX-2	
PWY-7392	TAX-511145 // TAX-549 // TAX-46220	taxadiene biosynthesis (engineered)	PWY-7392	TAX-2157 // TAX-2759 // TAX-2	
PWY-7089	TAX-55501	taxiphyllin bioactivation	PWY-7089	TAX-58024	
PWY-7088	TAX-55501	taxiphyllin biosynthesis	PWY-7088	TAX-58024	
PWY-5660	TAX-25629 // TAX-46220 // TAX-88032 // TAX-29808 // TAX-99806 // TAX-85957	taxol biosynthesis	PWY-5660	TAX-4751 // TAX-3313	paclitaxel biosynthesis
TCA	TAX-354 // TAX-224308 // TAX-511145	TCA cycle I (prokaryotic)	TCA	TAX-2 // TAX-2157	tricarboxylic acid cycle // citric acid cycle // Krebs cycle // Szent-Gyorgyi-Krebs cycle
PWY-5690	TAX-3847 // TAX-4932 // TAX-3916 // ORG-5993	TCA cycle II (plants and fungi)	PWY-5690	TAX-4751 // TAX-33090	TCA cycle -- aerobic respiration // tricarboxylic acid cycle // citric acid cycle // Szent-Gyorgyi-Krebs cycle // Krebs cycle
PWY66-398	TAX-9606	TCA cycle III (animals)	PWY66-398	TAX-33208	tricarboxylic acid cycle // citric acid cycle // Szent-Gyorgyi-Krebs cycle // Krebs cycle
P105-PWY	TAX-3039 // TAX-32049	TCA cycle IV (2-oxoglutarate decarboxylase)	P105-PWY	TAX-1117 // TAX-3035 // TAX-1224 // TAX-201174	citric acid cycle // tricarboxylic acid cycle // Szent-Gyorgyi-Krebs cycle // Krebs cycle
PWY-6969	TAX-33002 // TAX-2242 // TAX-84405 // TAX-1773 // TAX-83332 // TAX-1765 // TAX-1772 // TAX-2277 // TAX-412593	TCA cycle V (2-oxoglutarate synthase)	PWY-6969	TAX-200783 // TAX-2157 // TAX-1117 // TAX-3035 // TAX-1224 // TAX-201174	citric acid cycle // tricarboxylic acid cycle // Szent-Gyorgyi-Krebs cycle // Krebs cycle // TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase) // reversed TCA cycle
REDCITCYC	TAX-85962 // TAX-102617	TCA cycle VI (Helicobacter)	REDCITCYC	TAX-2	Krebs cycle // tricarboxylic acid cycle // TCA cycle // citric acid cycle
PWY-7254	TAX-435 // TAX-35554	TCA cycle VII (acetate-producers)	PWY-7254	TAX-2	tricarboxylic acid cycle // citric acid cycle // Krebs cycle // Szent-Gyorgyi-Krebs cycle // TCA cycle VII (acetic acid-producers)
TCA-1	TAX-272561	TCA cycle VIII (Chlamydia)	TCA-1	TAX-810	
PWY-7114	TAX-261999 // TAX-542762	tea aroma glycosidic precursor bioactivation	PWY-7114	TAX-27065	
PWY-7820	TAX-1402 // TAX-655816 // TAX-224308	teichuronic acid biosynthesis (<i>B. subtilis</i> 168)	PWY-7820	TAX-1239	
PWY-7561	TAX-176275	tenellin biosynthesis	PWY-7561	TAX-4751	
PWY-7795	TAX-364029 // TAX-1547922 // ORG-5891	terephthalate degradation	PWY-7795	TAX-2	
PWY-7434	TAX-9606	terminal <i>O</i>-glycans residues modification (via type 2 precursor disaccharide)	PWY-7434	TAX-2759	
PWY-7026	TAX-4222 // TAX-946435	terminal olefins biosynthesis I	PWY-7026	TAX-2759 // TAX-2	1-alkenes biosynthesis
PWY-7029	TAX-38881 // TAX-32049	terminal olefins biosynthesis II	PWY-7029	TAX-2759 // TAX-2	1-alkenes biosynthesis II
PWY-7280	TAX-43366	ternatin C3 biosynthesis	PWY-7280	TAX-3398	
PWY-5295	TAX-43366	ternatin C5 biosynthesis	PWY-5295	TAX-3398	
PWY-5930	ORG-6042	terpentecin biosynthesis	PWY-5930	TAX-2063	
PWY-7520	TAX-162425	terrequinone A biosynthesis	PWY-7520	TAX-4890 // TAX-4751	
PWY-6943	TAX-285 // TAX-43767 // TAX-685727 // ORG-6191	testosterone and androsterone degradation to androstendione (aerobic)	PWY-6943	TAX-2	testosterone and androsterone degradation to androst-4-en-3,17-dione
PWY-8155	TAX-465721	testosterone degradation (anaerobic)	PWY-8155	TAX-2	
PWY18C3-11	TAX-4081	tetraacylsucrose biosynthesis (<i>Solanum</i>)	PWY18C3-11	TAX-4070	
PWY-7485	TAX-1907	tetracenomycin C biosynthesis	PWY-7485	TAX-201174	
PCEDEG-PWY	TAX-55583 // TAX-61435 // TAX-311424 // TAX-51616 // TAX-138119 // TAX-66821 // ORG-5888	tetrachloroethene degradation	PCEDEG-PWY	TAX-2	PCE degradation // perchloroethene degradation
PWY-7812	TAX-1927 // TAX-1265868	tetracycline and oxytetracycline biosynthesis	PWY-7812	TAX-2	
PWY-7808	TAX-817	tetracycline resistance	PWY-7808	TAX-2	tetracycline degradation
PWY66-430	TAX-9606	tetradecanoate biosynthesis (mitochondria)	PWY66-430	TAX-2759	myristic acid biosynthesis (mitochondria) // myristate biosynthesis (mitochondria) // fatty acid biosynthesis (type II fatty acid synthase) // fatty acid biosynthesis (mitochondria)
PWY-6614	TAX-511145 // TAX-3847 // TAX-1358 // TAX-3888 // TAX-4932 // TAX-4081 // ORG-5993	tetrahydrofolate biosynthesis I	PWY-6614	TAX-2157 // TAX-33090 // TAX-4751 // TAX-2	folic acid biosynthesis I // folate biosynthesis I // THF biosynthesis I
PWY2DNV-11	TAX-2238 // TAX-2242 // TAX-85962	tetrahydrofolate biosynthesis II	PWY2DNV-11	TAX-2 // TAX-2157	folic acid biosynthesis II // folate biosynthesis II // THF biosynthesis II
PWY-6613	TAX-511145 // TAX-9606 // TAX-1358 // TAX-4932	tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate	PWY-6613	TAX-2759 // TAX-2	folic acid salvage // folate salvage // THF salvage
PWY-6148	TAX-2190 // TAX-2209 // TAX-2210 // TAX-79929 // TAX-145262 // TAX-187420 // TAX-79930 // TAX-408	tetrahydromethanopterin biosynthesis	PWY-6148	TAX-119045 // TAX-224756 // TAX-183925 // TAX-183939	H<sub>4</sub>MPT biosynthesis
PWY0-1433	TAX-511145	tetrahydromonapterin biosynthesis	PWY0-1433	TAX-2	
PWY-8099	TAX-536 // TAX-9606	tetrahydropteridine recycling	PWY-8099	TAX-4751 // TAX-40674 // TAX-2	
PWY-5002	TAX-172057	tetrahydroxyxanthone biosynthesis (from 3-hydroxybenzoate)	PWY-5002	TAX-58023	
PWY-5001	TAX-36903 // TAX-140968	tetrahydroxyxanthone biosynthesis (from benzoate)	PWY-5001	TAX-58023	
PWY-7403	TAX-1072366	tetramethylpyrazine degradation	PWY-7403	TAX-2	
PWY-5188	TAX-511145 // TAX-3039 // TAX-4097 // TAX-43306 // TAX-90371 // TAX-4565 // ORG-5993	tetrapyrrole biosynthesis I (from glutamate)	PWY-5188	TAX-33682 // TAX-1117 // TAX-1224 // TAX-2157 // TAX-3398	
PWY-5189	TAX-3039 // TAX-9606 // TAX-5833 // TAX-1061 // TAX-1063 // TAX-4932 // TAX-222892	tetrapyrrole biosynthesis II (from glycine)	PWY-5189	TAX-1883 // TAX-33682 // TAX-33630 // TAX-1224 // TAX-33208 // TAX-4751	
PWY-6327	TAX-76588 // TAX-920 // TAX-930 // TAX-302406 // TAX-47959 // TAX-93369 // TAX-929 // TAX-152475 // TAX-931 // ORG-5987	tetrathionate oxidation	PWY-6327	TAX-2157 // TAX-2	
PWY-5358	TAX-511 // TAX-197 // TAX-35703 // TAX-546 // TAX-636 // TAX-747 // TAX-584 // TAX-585 // TAX-287 // TAX-90371 // TAX-614 // TAX-70863 // TAX-211586 // TAX-24 // TAX-29466 // TAX-670 // TAX-279	tetrathionate reduction I (to thiosulfate)	PWY-5358	TAX-2	
PWY-5359	TAX-920	tetrathionate reductiuon II (to trithionate)	PWY-5359	TAX-2	
PWY-5992	ORG-5993	thalianol and derivatives biosynthesis	PWY-5992	TAX-3700	
PWY-7042	TAX-7227 // TAX-7137 // TAX-7370	the visual cycle (insects)	PWY-7042	TAX-50557	
PWY-6861	TAX-9606	the visual cycle I (vertebrates)	PWY-6861	TAX-33208	
PWY-7041	TAX-1051067 // TAX-69681 // TAX-6637	the visual cycle II (molluscs)	PWY-7041	TAX-6447	the visual cycle II (cephalopods)
PWY-5039	TAX-153142 // TAX-319931 // TAX-3641	theobromine biosynthesis I	PWY-5039	TAX-24966 // TAX-3629 // TAX-27065	
PWY-5040	TAX-319931	theobromine biosynthesis II (via xanthine)	PWY-5040	TAX-3629 // TAX-24966 // TAX-27065	
PWY-6999	ORG-6144	theophylline degradation	PWY-6999	TAX-2	
PWY-6894	TAX-511145 // TAX-90371	thiamine diphosphate biosynthesis I (E. coli)	PWY-6894	TAX-2	vitamin B<sub>1</sub> biosynthesis // thiamin diphosphate biosynthesis I (E. coli)
PWY-6893	TAX-224308 // TAX-2246 // TAX-181486	thiamine diphosphate biosynthesis II (Bacillus)	PWY-6893	TAX-2157 // TAX-2	vitamin B<sub>1</sub> biosynthesis II // thiamin diphosphate biosynthesis II (Bacillus)
PWY-6907	TAX-169435 // TAX-88431 // TAX-863 // ORG-6189	thiamine diphosphate biosynthesis III (Staphylococcus)	PWY-6907	TAX-2	vitamin B<sub>1</sub> biosynthesis III // thiamin diphosphate biosynthesis III (Staphylococcus)
PWY-6908	TAX-4932 // ORG-5993	thiamine diphosphate biosynthesis IV (eukaryotes)	PWY-6908	TAX-4751 // TAX-33630 // TAX-33090	thiamin diphosphate biosynthesis IV (eukaryotes) // vitamin B1 biosynthesis IV (eukaryotes) // thiamine diphosphate biosynthesis (plants)
PWY-6896	TAX-511145	thiamine diphosphate salvage I	PWY-6896	TAX-1236	thiamin salvage I
PWY-6897	TAX-49283 // TAX-224308 // TAX-511145 // TAX-216596	thiamine diphosphate salvage II	PWY-6897	TAX-2	thiamin salvage II
PWY-6898	TAX-224308 // TAX-4932 // ORG-6189	thiamine diphosphate salvage III	PWY-6898	TAX-4751 // TAX-2157 // TAX-2	thiamin salvage III
PWY-7356	TAX-4932	thiamine diphosphate salvage IV (yeast)	PWY-7356	TAX-2 // TAX-4751	thiamin salvage IV (yeast)
PWY-7357	TAX-4932	thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	PWY-7357	TAX-4751	
PWY-7369	TAX-4932	thiamine triphosphate metabolism	PWY-7369	TAX-2759 // TAX-2 // TAX-4751	thiamin triphosphate metabolism
PWY-6892	TAX-511145	thiazole component of thiamine diphosphate biosynthesis I	PWY-6892	TAX-2	(<i>R,Z</i>)-2-(2-carboxy-4-methylthiazol-5(2<i>H</i>)-ylidene)ethyl phosphate biosynthesis
PWY-6891	TAX-224308	thiazole component of thiamine diphosphate biosynthesis II	PWY-6891	TAX-2	2-(2-carboxy-4-methylthiazol-5-yl)ethyl phosphate biosynthesis
PWY-6909	TAX-2246 // TAX-4932 // ORG-5993	thiazole component of thiamine diphosphate biosynthesis III	PWY-6909	TAX-183963 // TAX-4751 // TAX-33630 // TAX-33090	
PWY-8308	TAX-2190 // TAX-2189 // TAX-113287 // TAX-228745	thiazole component of thiamine diphosphate biosynthesis IV	PWY-8308	TAX-2 // TAX-2157	
PWY-7737	TAX-349725 // ORG-6291	thiocoraline biosynthesis	PWY-7737	TAX-201174	
P581-PWY	TAX-713585 // TAX-243063 // TAX-931	thiocyanate degradation I	P581-PWY	TAX-2	thiocyanate metabolism // thiocyanate utilization // cyanate pathway
PWY-743	TAX-40215 // TAX-381308 // ORG-5988	thiocyanate degradation II	PWY-743	TAX-2	thiocyanate metabolism II // thiocyanate utilization II // carbonyl sulfide pathway
THIOREDOX-PWY	TAX-272634 // TAX-511145	thioredoxin pathway	THIOREDOX-PWY	TAX-2759 // TAX-2 // TAX-2157	
PWY-5277	TAX-930 // TAX-471 // TAX-4932 // TAX-931	thiosulfate disproportionation I (thiol-dependent)	PWY-5277	TAX-4751 // TAX-1239 // TAX-1224	
PWY-5352	TAX-65555 // TAX-1565 // TAX-876 // TAX-879 // TAX-63561 // TAX-881	thiosulfate disproportionation II (cytochrome)	PWY-5352	TAX-2	
PWY-7813	TAX-546 // TAX-636 // TAX-584 // TAX-90371 // TAX-99287	thiosulfate disproportionation III (quinone)	PWY-7813	TAX-2	
PWY-5350	TAX-354 // TAX-9913 // TAX-511145 // TAX-40674 // TAX-921	thiosulfate disproportionation IV (rhodanese)	PWY-5350	TAX-2 // TAX-2759	
THIOSULFOX-PWY	TAX-76588 // TAX-920 // TAX-930 // TAX-302406 // TAX-1049 // TAX-47959 // TAX-197 // TAX-93369 // TAX-929 // TAX-931 // ORG-5987	thiosulfate oxidation I (to tetrathionate)	THIOSULFOX-PWY	TAX-2	S<sub>4</sub>I pathway
PWY-5303	TAX-2283 // TAX-920 // TAX-1006005	thiosulfate oxidation II (via tetrathionate)	PWY-5303	TAX-2 // TAX-183924	
PWY-5296	TAX-63363 // TAX-272630 // TAX-266 // TAX-82367 // TAX-34007 // TAX-1076 // TAX-35806 // TAX-921	thiosulfate oxidation III (multienzyme complex)	PWY-5296	TAX-2	Sox enzyme system // Paracoccus sulfur oxidation pathway // PSO pathway
PWY-6677	TAX-1049 // TAX-1097 // TAX-1092	thiosulfate oxidation IV (multienzyme complex)	PWY-6677	TAX-135617 // TAX-1090 // TAX-135613	Sox enzyme system
PWY-6983	TAX-1097	<i>threo</i>-tetrahydrobiopterin biosynthesis	PWY-6983	TAX-68336 // TAX-1117	
PWY-6430	TAX-12917 // TAX-51101 // TAX-292 // TAX-37762 // TAX-4934 // TAX-227291 // TAX-287 // TAX-303 // TAX-316 // TAX-329 // TAX-10116 // TAX-90371 // TAX-4565 // TAX-4577 // ORG-5993	thymine degradation	PWY-6430	TAX-300275 // TAX-2 // TAX-33090 // TAX-40674	uracil degradation (reductive)
PWY-6241	TAX-9606 // TAX-10090 // TAX-10116 // TAX-9823	thyroid hormone biosynthesis	PWY-6241	TAX-7742	
PWY-6260	TAX-10090 // TAX-10116 // TAX-9606	thyroid hormone metabolism I (via deiodination)	PWY-6260	TAX-7742	
PWY-6261	TAX-10090 // TAX-10116 // TAX-9606	thyroid hormone metabolism II (via conjugation and/or degradation)	PWY-6261	TAX-7742	
PWY-6688	TAX-9606 // TAX-10090	thyronamine and iodothyronamine metabolism	PWY-6688	TAX-7742	
PWY-5180	TAX-292	toluene degradation I (aerobic) (<I>via</I> <i>o</I>-cresol)	PWY-5180	TAX-1224	
TOLUENE-DEG-3-OH-PWY	TAX-329	toluene degradation II (aerobic) (<I>via 4-methylcatechol</i>)	TOLUENE-DEG-3-OH-PWY	TAX-1224	toluene degradation <I>via</I> 3-hydroxytoluene
PWY-5181	TAX-300 // ORG-5936 // ORG-6283	toluene degradation III (aerobic) (via <i>p</i>-cresol)	PWY-5181	TAX-1224	
PWY-5178	TAX-303 // ORG-5948 // ORG-5960	toluene degradation IV (aerobic) (via catechol)	PWY-5178	TAX-1224	
TOLUENE-DEG-DIOL-PWY	TAX-351746	toluene degradation to 2-hydroxypentadienoate (<I>via</I> toluene-<I>cis</I>-diol)	TOLUENE-DEG-DIOL-PWY	TAX-1224	toluene degradation <I>via</I> toluene-<I>cis</I>-diol
TOLUENE-DEG-2-OH-PWY	TAX-292	toluene degradation to 2-hydroxypentadienoate I (<I>via</I> <i>o</I>-cresol)	TOLUENE-DEG-2-OH-PWY	TAX-1224	toluene degradation <I>via</I> 2-hydroxytoluene
TOLUENE-DEG-4-OH-PWY	ORG-5936	toluene degradation to 4-methylphenol	TOLUENE-DEG-4-OH-PWY	TAX-1224	toluene degradationto 4-hydroxytoluene // toluene degradation to <i>p</I>-cresol
TOLUENE-DEG-CATECHOL-PWY	ORG-5948 // ORG-5960	toluene degradation to benzoate	TOLUENE-DEG-CATECHOL-PWY	TAX-1224	toluene degradation <I>via</I> catechol
PWY-81	TAX-90060 // TAX-59405	toluene degradation to benzoyl-CoA (anaerobic)	PWY-81	TAX-1224	toluene oxidation (anaerobic)
PWY-5179	TAX-351746	toluene degradation V (aerobic) (<I>via</I> toluene-<I>cis</I>-diol)	PWY-5179	TAX-1224	
PWY-5184	TAX-59405 // TAX-59406 // TAX-90060	toluene degradation VI (anaerobic)	PWY-5184	TAX-1224	
PWY-7991	TAX-28095 // TAX-337 // TAX-220664	toxoflavin biosynthesis	PWY-7991	TAX-2	
PWY-6720	TAX-1927	toyocamycin biosynthesis	PWY-6720	TAX-1883	
PWY-5123	TAX-79929 // TAX-511145 // TAX-3311 // TAX-4932 // TAX-9606 // ORG-5993	<i>trans, trans</i>-farnesyl diphosphate biosynthesis	PWY-5123	TAX-2157 // TAX-2759 // TAX-2	FPP biosynthesis
PWY-7515	TAX-192	<i>trans</i>-3-hydroxy-L-proline degradation	PWY-7515	TAX-2	
HYDROXYPRODEG-PWY	TAX-9913 // TAX-9606 // TAX-10090 // TAX-10116	<i>trans</i>-4-hydroxy-L-proline degradation I	HYDROXYPRODEG-PWY	TAX-33208	4-hydroxyproline degradation
PWY-5159	TAX-222 // TAX-192 // TAX-287 // TAX-208964 // TAX-303 // TAX-306 // ORG-6168	<i>trans</i>-4-hydroxy-L-proline degradation II	PWY-5159	TAX-1224	4-hydroxyproline degradation II
PWY-8003	TAX-258594 // TAX-502559	<i>trans</i>-caffeate degradation (aerobic)	PWY-8003	TAX-2	
PWY-5942	TAX-1911 // TAX-251221 // TAX-34 // TAX-5141 // TAX-553 // TAX-66269 // TAX-28068 // TAX-264483	<i>trans</i>-lycopene biosynthesis I	PWY-5942	TAX-4751 // TAX-2157 // TAX-2	
PWY-6475	TAX-4072 // TAX-1097 // TAX-103690 // TAX-4081 // TAX-4113 // TAX-1140 // TAX-1111708 // TAX-4577 // ORG-5993 // ORG-6001	<i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria)	PWY-6475	TAX-191410 // TAX-1117 // TAX-2763 // TAX-33090	
PWY-2681	TAX-39947 // ORG-5993	<i>trans</i>-zeatin biosynthesis	PWY-2681	TAX-3193	<i>trans</i>-cytokinin biosynthesis // AMP-dependent cytokinin biosynthesis
PWY-5410	ORG-5993	traumatin and (<i>Z</i>)-3-hexen-1-yl acetate biosynthesis	PWY-5410	TAX-3193	13-lipoxygenase and 13-hydroperoxide lyase pathway // 13-LOX and 13-HPL pathway
TRESYN-PWY	TAX-83332 // TAX-375 // TAX-511145 // TAX-1052 // TAX-29058 // TAX-1772 // TAX-1773 // TAX-7380 // TAX-4932	trehalose biosynthesis I	TRESYN-PWY	TAX-6656 // TAX-2 // TAX-4751	trehalose biosynthesis
PWY-881	TAX-1772 // TAX-1773 // TAX-4932	trehalose biosynthesis II	PWY-881	TAX-4751 // TAX-201174	trehalose biosynthesis 2
